EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,PrivateKey,PublicKey
2497,Marilyn,Chaney,14-Jul-21,09-Aug-22,Director of Operations,Angel Howard,marilyn.chaney@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Voluntary,Kind produce join effect.,IT/IS,Field Operations,05-09-1955,MA,Technician,Male,24639,White,Single,Fully Meets,4,873783bba993d4520bb83ad9ef2a4346b9582031dba37f9426b53f4379f582ba,029778235ef5d4f5d8fa358e620e78ff57211f5e43c8902d183e7eb8c8617d64f9037e587b460dec6aedab57e9c7b85a9d10cf06de31cfd1ceea803a999a08cd
2498,Camron,Keller,17-Oct-19,21-Mar-20,BI Developer,Joseph Bowen,camron.keller@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone A,Temporary,Involuntary,Brother election movie born enough.,IT/IS,Field Operations,08-09-1999,MA,Foreman,Female,44117,Asian,Divorced,Fully Meets,4,050246e1f37038aac3fe6696ff3d25b948adbc33c676513be04efcfa68c469c9,f57093d49bb0ef9c7e203e233d68d92092d133f2e98eb1924eccc2b3117352c3fed5ea0e5c48becbd7a81f9b8526d2f94ead30b6326b4e02f7c86618eb575780
2499,Ali,Benjamin,08-Apr-23,09-Jun-23,Software Engineer,Micheal Moreno,ali.benjamin@bilearner.com,PL,Active,Contract,Zone B,Full-Time,Resignation,Girl foreign would simple believe.,Software Engineering,Project Management - Con,04-09-1989,MA,Manager,Male,32650,Asian,Married,Fully Meets,4,a8399a5fd3ad8ba0b56b9f0842142aace7de3f94c0b44f11cd62f06f56ba7f1a,1ae400d2bed8176d4218e543d12e82390917fec40bc301739f5ef9575732a021044cde5e2c18fc8690a8b41327cb81b39dd625ee3aeca53c6c32e1ea27e4c851
2500,Annabelle,Frederick,25-Jul-19,,Software Engineer,John Vaughn,annabelle.frederick@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Software Engineering,Field Operations,17-06-1948,MA,Laborer,Male,27273,Hispanic,Married,Fully Meets,2,d90802ad5ab9627df0c6464548e8d5d39ab4cd39f2f0000a009c0ab78b286ea9,626df88eade8b3f42f856b50f50f8111a94dd11001abfd8c9245075a2ce57e83d353db11f9b03ae61967df15ad71fa3ddd1a7d6dfe3e66c7b9cc4f6e83dc1a3a
2501,Joy,Sellers,25-Dec-22,,Software Engineer,Jennifer Graves,joy.sellers@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Software Engineering,Finance & Accounting,12-10-1952,MA,Manager,Male,89368,Black,Divorced,Fully Meets,2,332a1aa20e67dcc2cd72ea28fb283fce89356834496ee47b6fdf2dcf20b07cbf,84a3c8058ef86222882bcf8b14c1cd1fef339f8ff90a6f2da4e5bfa768010b4e31617d21236cf7e02ea79d6646d7c579bc76bcbc0b0ae329928cc1432a83049c
2502,Charlie,Brady,27-Jan-19,,Software Engineer,Sandra Rodriguez,charlie.brady@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Unk,,Software Engineering,Wireline Construction,06-06-1999,MA,Supervisor,Male,25819,White,Divorced,Fully Meets,2,48a710185e1d0bd2fca7bbace6f9981a7a4422296b4b2589af7c78676f8c4310,6f9424f270d968c6e335270e6593bbe69ec750fe692aea1ea4b7105540cba09e6c10ef83803fa9f6a2d7eac97edc9d112516816b1ca2ec73f292c88cf4cfaac1
2503,Ally,Goodman,26-Dec-21,29-Jan-22,IT Manager - DB,Sean Wong,ally.goodman@bilearner.com,PL,Active,Contract,Zone C,Temporary,Voluntary,Determine yes action college.,IT/IS,General - Con,23-12-1949,MA,Clerk,Male,6113,White,Married,Fully Meets,5,d7610672fb86273df01099f0d89d312fbcefe95cbcd9f98b66fb3cbbecf05dc0,9ff902f5d47b7bf23c63f86946ae0cc05d8d21b472c54504dc9244701819b3f8562b708b3ca122475a8c2a9d5cd5106e5ce0468f474d37080b0a0d1013697f5b
2504,Vanessa,Zuniga,12-Jan-23,,IT Director,Nathan Espinoza,vanessa.zuniga@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Engineers,16-02-1976,MA,Engineer,Male,60048,Black,Single,Fully Meets,4,e71458aff519b590aaf1bdc7f4f721abecabd7575164b34b9a6f6fecd1a576b0,1195cce095e2fc85e110b8580bad6c876fdf49952772ded2753aaf69329e5fad05820631d9c6d3104dbe48f825e5d6d9fd509fb9c9a36a76ae801d72dbc2cf6d
2505,Carleigh,Hendricks,02-Jul-19,,Director of Sales,Kyle Day,carleigh.hendricks@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Unk,,IT/IS,Splicing,01-05-1988,MA,Tester,Male,23929,Asian,Single,Fully Meets,1,e6d9c213e19ca4e99eb7d80b5def2805bf840f4507486fc3008abd68886e144e,5c1b28f3fcf522dc91fbbc361da286c4788b868c90cbfc04811d6856acbd1b52056f0d2a2f33f667b1ab4544bed4de1eaa2ad136c960bb9d8deb317d9ae3cc1c
2506,Trey,Johnston,30-Jun-22,,Director of Operations,Jacob Robinson,trey.johnston@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Field Operations,12-07-1947,MA,Groundman,Male,76072,White,Single,Fully Meets,5,bf720276d5bdffb07f02d10a5fd2575cefc698840e495923c011873cf6d40327,ee168b19fd02f764126020e54478370decd620b30f25deabe955893193ea33309b9fc9be06bf6112445addba67f27deb895a90af7e1043c6f1aac59a45b4613a
2507,Adalyn,Hess,05-Jan-23,14-Jan-23,BI Developer,Kimberly Moore,adalyn.hess@bilearner.com,CCDR,Terminated for Cause,Part-Time,Zone B,Temporary,Resignation,Space west energy week our federal operation.,IT/IS,Aerial,06-09-1985,MA,Foreman,Female,93702,White,Single,Fully Meets,5,f5870a8d1547cd113264a7f15e01b2246e30fb85278842b170a58feebe74e8d1,aa591081da0cc6523da79a224037c98f79aa635c6ae00369109a9708ea3d522d9c48326d4781e8d2ec17224ed4a267e46e97b341cab5058eda4d3ace07f2a6e0
2508,Selina,Tapia,18-Nov-18,,BI Developer,Kelsey Cochran,selina.tapia@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Field Operations,20-06-1972,MA,Technician,Male,96865,Other,Single,Fully Meets,5,733a5abd4510543c7a0079c25fa76522227861b0a9b1918267caaa6a8ccf172c,43bd938d484dc8a0d5617e561ab52840896a8346e53a1e5b4c5477c9148c6d19f9baf3f351d073672a785fb9c4b4c0d24a4cae89bcfb555ba107d39dc9170127
2509,Madeleine,Paul,21-Sep-20,16-Oct-21,Software Engineer,Abigail Reynolds,madeleine.paul@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Involuntary,Resource concern production level good happy.,Software Engineering,Billable Consultants,19-03-1998,MA,Engineer,Female,68690,Hispanic,Married,Fully Meets,2,38e893d2f3b1bfd9669c109d822ad8f1f9d7c78f830ba03fb206fc4039c2f74e,bbc62a36232eec3df935f6129b3531f38cec727d0f62a0c47004607105b45389fabb38f7024a386ccd71890a406ef46ebca66128c6b7b5c1670da5d57f135b3b
2510,Ronald,Lamb,25-Nov-19,24-Feb-23,Software Engineer,Mitchell Oliver,ronald.lamb@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Retirement,Radio fight consumer senior traditional himself.,Software Engineering,Aerial,24-03-1988,MA,Lineman,Male,87866,Asian,Single,Fully Meets,1,1ca30ad04a2a624fb5888b457354e63d5fc67cc1a860540bc19008ffe64272ab,d4da3338e979abdbe86e110b6d8bc4bf6c916304d659b7796ed0c98f085e5851a41c62a4bf7c42be6dd3d051a549814170a91ec622d273d78dd15952c28d9e0d
2511,Ernesto,Beltran,05-Feb-21,12-Feb-23,Software Engineer,Edwin Sparks,ernesto.beltran@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Involuntary,Show step student add. Name deal take last.,Software Engineering,Engineers,27-12-1946,MA,Technician,Male,9299,Asian,Single,Fully Meets,4,3a2677a2ca9dbeaf057488715e701804d7a8e4e8c5916fefd20f939406141dac,efe91cdacabcec437908baca870fe20ce86d1d8502741bc712794056945c3b936f032b5c4a3b8850d5e570528ae813be9ac409c90b06e66083d7a9635cd025ab
2512,Lawrence,Obrien,16-Apr-23,25-May-23,Software Engineer,Pamela Robbins,lawrence.obrien@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Retirement,May dream may apply involve natural.,Software Engineering,Field Operations,06-03-1967,MA,Laborer,Male,25059,Hispanic,Widowed,Fully Meets,4,3a224eab24cf40b7427327dc4f88fe779c1d782f60ae51ec20f276e7622b57a5,b5e6382c46d7f1cc39fd7d3647627070edd36703f720abf7871d6482ce305264b80195fe214a7b60aea8598de06aaaf744c2aacba2aee02c24ea6abe59547c6c
2513,Trinity,Estes,19-Aug-21,16-Feb-22,IT Manager - DB,Laura Goodman,trinity.estes@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Involuntary,Fine father forget two pay sort before dinner.,IT/IS,General - Eng,18-10-1941,MA,Engineer,Male,6272,Asian,Divorced,Fully Meets,2,1cdd72cee50dc7f84dff18ea376942ea40240e9f40a47245c45ac786a705a9e2,8a8eea31ca0c5e6366a86198752b7153ab44b3382bae14dc6d460c82cfadf9490d482ef60672ed9b05711f4337db6b3d990cb89066c2ea02940ba784030cb002
2514,Amina,Bush,14-Jan-22,,IT Director,Jeffrey Frazier,amina.bush@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,Engineers,09-09-1957,MA,Engineer,Male,28525,White,Single,Fully Meets,1,5ff9105aee1e65be4d0e2f665bfb83a88788aa8028f22bda0266e2f53d8ab467,2eb593f2076bc0a21101d2e1afe66a28ae2012fd7adaa4ecd343c4b022de8b1a1b61df61e6b6cd04692f9a596b2458758cf5d3148d2998f654b3f1a0953db679
2515,Mayra,Lynn,11-Sep-18,,Director of Sales,Michael Perez,mayra.lynn@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Unk,,IT/IS,General - Sga,10-06-1996,MA,Administrator,Male,88143,Hispanic,Single,Fully Meets,4,af6b251d120016f6cec2bb55255c44e2d499865a908f03b1009fc67a65376d42,b032696e4c489e93451d3fa0380f1ba8933e8ac44378b54e56052da88e6eb2f44f91b9f584dc1fc40a8595ea52814b334b4a741e5c069b9e8e59c73eaaf21837
2516,Ally,Brennan,18-Feb-22,,Director of Operations,Robert Cannon,ally.brennan@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,25-07-1989,MA,Laborer,Male,41482,Hispanic,Widowed,Fully Meets,5,c422f52b299b9d73e9b848788c8eb38fb8414baf55c00ecab478caf63b43d4d7,c2c0f61de5e1fddea1844d43f531e8c44a6655f9f87101a34d6a89cca195854b018cf6ba8012dd87e4e83b816cf5efec18e967015eed4b7f964f637f022ccf95
2517,Alina,Benson,01-Dec-19,25-Jan-23,BI Developer,Mario Ellis,alina.benson@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Retirement,Carry threat by whose ok grow information.,IT/IS,Aerial,10-02-1963,MA,Laborer,Male,20916,Asian,Single,Fully Meets,2,217ac4a659d44bc1fc3180b1176af46ee88cd751d601bb82b7f67e68c021bbbf,dd1b4e48cad3bd39b258f44a1a41a6e0786da810b3f850b14d005ec465fd59dee4abd2153892ca787b5fd33c58f817eb728478e227075f31585e3818ee9ab591
2518,Rebekah,Delacruz,28-Feb-21,31-Jul-22,BI Developer,Christina Barnes,rebekah.delacruz@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Voluntary,Behind person those information road.,IT/IS,Wireline Construction,26-12-1963,MA,Laborer,Male,53499,White,Widowed,Fully Meets,4,b10e4585e48ef6c06a87d3e6b86a17a289a69ee615f55597c57b61051ffd659b,dbd3654bdae2c2181275226382f660a261de8c233deb454174a6cac94c8d15458d44d1d64e99d531a1e126e483db4e4910f24b4e27535fc3c97af98c7e2432ae
2519,Melody,Wright,13-Nov-21,,Software Engineer,Julia Johnson,melody.wright@bilearner.com,NEL,Active,Part-Time,Zone A,Part-Time,Unk,,Software Engineering,Splicing,14-05-1963,MA,Splicer,Female,32395,White,Married,Fully Meets,4,a56e07b7c6bb73f8b1dee9ded11feadfdf221b931767f65a8e9d1cba089afc37,e0c7514b9f77cb71629541583c8b74b8f6e6847d20343ed0602e99d1a2f638dda1121f3d82c09b9f45b48559ffd777b61f80da52af071760a92df2919db300c6
2520,Richard,Oconnell,27-Sep-20,,Software Engineer,Kristin Andrews,richard.oconnell@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unk,,Software Engineering,Project Management - Con,17-06-1948,MA,Coordinator,Male,47987,Asian,Divorced,Fully Meets,1,35163477fa9f8e54ed9b1bc90e994a8cff3c118516f46886276863368e276b62,94477bfa81472b841dec8406befeefa30f0177eb739255b9d5d436bfd500122c1014d8fe742a2fe5734be0d90f8ec480a384a640196ce3715ded9472fc7de249
2521,Olivia,Goodman,03-Sep-22,,Software Engineer,Kim Murphy,olivia.goodman@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Engineers,24-08-1954,MA,Engineer,Male,74262,White,Divorced,Fully Meets,1,95f53045c28ade698370a8ad4f3f586f16c7e6525caae93fbfbaf3c423afc110,9d9526a97d62522b7a9ac95e03dafbd732b0aed44636268407266a71335bff7cdbb3e0ca35dc1ec5cd3b871b39c7464f0743be7eb17087fc218bc73bc2e008e8
2522,Zaniyah,Parks,09-Oct-20,09-Nov-21,IT Manager - DB,Jeffrey Santana,zaniyah.parks@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Voluntary,Difference wide news north we.,IT/IS,Field Operations,21-01-1949,MA,Driller,Male,54386,Other,Married,Fully Meets,4,e4fc640e98dd33c90b0ec782c0638faaf9c771e208b3cfcd82cbc314bee209e8,08dba85573e8a1236c33e336af87c4b5f25f497a89f7013ee3ab125a3f52a864f4ae6ab4eeef5c597b4b4b9588eb6ed5632edc31db563bf38a82fcbaf8f84b7f
2523,Maximilian,Williamson,06-Nov-21,,IT Director,Elizabeth Pope,maximilian.williamson@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,General - Con,08-09-1970,MA,Lineman,Male,25953,Hispanic,Single,Fully Meets,5,72ecc22a79e89a9135c86dbb778b3dbe42efdfe0767efb3355531a2427ac701c,162577bfb204ede42e7fb2b44dee8101b86d0909b31311a0cf711fb35a486cb2ebcefdae42bd2f41ed59ab0c3696b9a1c68cb495cebde845669381611a9f61a5
2524,Serena,Barajas,24-Jun-23,,Director of Sales,Sheila Estrada,serena.barajas@bilearner.com,CCDR,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Finance & Accounting,17-03-1969,MA,Manager,Male,88225,Black,Married,Fully Meets,1,2b516fb91418c9aa331299a7b96aa7909197cafa5e6017fa9befb2e3c91eef31,dff9707ee5cc55bb3ad39ac68906f4cfe4b69ba5f4ddf6c9b05447e6ef103574297370f9f8c2fb68ac04a9598a24a48529d5816614c97e048ebfdc319d44df2b
2525,Larry,Novak,15-Sep-21,02-Jul-23,Director of Operations,Zachary Higgins,larry.novak@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Retirement,Executive might picture speech light.,Sales,General - Con,07-02-1952,MA,Lineman,Male,11241,Other,Married,Fully Meets,2,007235a59b8542918a9c23a07ac562e5fd852b606ef2ea81c5599e02d38c3715,a0e938d14c8ee027f8a79b2fb883b708ef03f853a08823e31c3cb8d0e90630c3955d6a70b71245fc578075c010933bf5b9b708ef4af8829fbe966ef5fc721019
2526,Kadyn,Marsh,14-Oct-22,,BI Developer,Anthony Harris,kadyn.marsh@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Engineers,28-03-1964,MA,Engineer,Female,88079,Other,Single,Fully Meets,1,4f8ccc192151354357a57babf95f7c68e4056923d328fa0fdba6ddabae485a06,381967f6d270bda6e8f8429dc84706acf5ad99e74700cd2122d9496bbca960305660b3177af7162ef59f68a6758115284859b88153cb8c6cb874cb340361e189
2527,Nylah,Hood,22-Jul-19,,BI Developer,Brenda Salas,nylah.hood@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Engineers,14-06-1991,MA,Project Manager,Male,61715,Asian,Married,Fully Meets,2,e2b7f6ff01e07747b6549c0a225fb8db12c3d00a3237563b6deb192f953da695,12dcf6ba71d2adfb2a853ad8e1c54b41eb0593a6244b8615cee68ff14da8bb4b31cb8d18980abb455678eccc0542060969cb05d0cb62e3968a379e100698bbce
2528,Rigoberto,Allen,20-Mar-23,06-May-23,BI Developer,Melvin Mitchell,rigoberto.allen@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Retirement,Southern alone father state.,IT/IS,Project Management - Con,09-06-1985,MA,Coordinator,Male,78254,White,Married,Fully Meets,1,af4b39e2ecc640dd1bebb359ec297966df259915c8595ac81cbe63c1610f879f,924e281b17a3f28b4b6e7c68ce47c733accb010c31f3446c13a8361f11a57b436393a3a3f31c3029cc36093f3d1bfbb11b6e8eecd02ff287feacf43d3eacc85d
2529,Gabriella,Clements,02-May-22,,Software Engineer,Angela Boyle,gabriella.clements@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Unk,,Software Engineering,Underground,17-05-1953,MA,Operator,Female,53709,Other,Single,Fully Meets,2,206375ac312bbfe9204edf9e833dd2e8acab1ee7b92fd92676b44f1326cd6000,08913d03f326e42de647c82003a36bc04d8cc699ef5e2f6d0cb675e560ca6537765f9805adf22b3493b98fda54fc77e9bb335f448d738582b44b35803823bb1e
2530,Hana,Lucero,20-Oct-22,07-Jul-23,Software Engineer,Mr. John Long,hana.lucero@bilearner.com,PL,Active,Part-Time,Zone C,Temporary,Retirement,Scientist strong team civil quality.,Software Engineering,Yard (Material Handling),11-04-1980,MA,Attendant,Male,75065,White,Divorced,Fully Meets,2,e04771079dfd9dab59c7f02fbb95f6017f3fe4d99f058052dfc34e3231de2d23,a1d8e92427534d5b818d086037557a897e10a45b7daadd7b1fbd1abb5e5f39c1e4a0e0d3ff25025e1e03b68b7acb13014a93a7d37ae4ea73eaeca223ee44e53d
2531,Luciana,Gill,24-Jul-23,29-Jul-23,Software Engineer,Mary Thomas,luciana.gill@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Voluntary,Open several spring mouth.,Software Engineering,Executive,21-05-1951,MA,Manager,Male,10274,Black,Widowed,Fully Meets,2,60883ed8789fb4f629048c139d24bc72ba1acb16f9a5264d5e006112e9b777a9,27cb182532fefff0aae3353d9bc954bf39e788d08b0d80d9e738e9b345084f278270c50cea2524361e49d38f2460a04d60cb240d4390bc4b181e2779b0bb9226
2532,Demetrius,Cooley,18-Jul-20,,IT Manager - DB,Lisa Holloway DDS,demetrius.cooley@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,General - Con,04-09-1972,MA,Technician,Male,85461,Other,Widowed,Fully Meets,4,444ef92fc48b7e032345407ba982bd8369a1b412890e6aaacc4de87a5080af02,023f9deb5894385e69f08395ae8f9941612eafca5f6091749a1350bd3d6ba91bfcbd5b5c2b406d322ece11b29e265fcfebb230b7e5c895b563d839101389410b
2533,Chandler,Reynolds,05-May-21,,IT Manager - DB,Lauren Baker,chandler.reynolds@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Field Operations,13-06-1966,MA,Technician,Male,53235,White,Divorced,Fully Meets,1,486da73a9644ce1f6ea8fe7490c98f61588ddec55fa5ada7eccd309f2bf42638,87bd94a3f693845a7f911e9dc0eeff621842a56b39a88cac5f391d920e98259987b3fcef98a39239c2a833177a1ed00b1fbe7358bae67d35101a019013afb25e
2534,Iyana,Benjamin,15-Apr-19,23-May-21,IT Director,Scott Moore,iyana.benjamin@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Retirement,Manager since future contain play.,IT/IS,Project Management - Con,05-07-1960,MA,Coordinator,Male,96561,Other,Divorced,Fully Meets,1,4e643d73128bd84443d4c5f08c4def9a1a6cdde20e59cdb140f0b42e16ff7aa6,1ff0e2c98912e670f29771eb1aacf8955f9ee5bbe9b6f08f8ab9eb0be367d250b8c3d3c2b4e294e18aff261440b513c1f4fe417b5faa9e705a0e4081e69667c9
2535,Antoine,Haney,24-Aug-20,02-May-23,Director of Sales,David Roberts,antoine.haney@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Resignation,Well energy step may.,Sales,Field Operations,22-09-1978,MA,Engineer,Male,6563,Other,Single,Fully Meets,2,5c5621f93c4c541e95df324fde9e32343ee1f58dc4dc16e94c9c8cf84233967a,f9c10cebd4b89a8c48f6eb5f890e46d8e22f3c564b6d32c0e7bf0ccd621856413190b25a4abce77f6580bf8ec29f83c23b6626251b383d3b95b4d73ff106e604
2536,Alfred,Rivas,31-Dec-22,,Director of Operations,Randy Thomas,alfred.rivas@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Unk,,Sales,Field Operations,03-02-1951,MA,Driller,Male,67353,Hispanic,Married,Fully Meets,2,93cdd775eade3db6e608766fd6fb8c9e1493bda46151207b73a15973a0e35c1e,9310954a7acc2163acecf44262c7426b2f5e3dcb38af624af8559d500c09776e85e8128e26727a6167356557ca453449ae1a46f93cd216311ca6f71f804f5e82
2537,Darien,Sawyer,18-Sep-22,07-Jun-23,BI Developer,James Bradley,darien.sawyer@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Involuntary,Positive might religious mouth else.,IT/IS,Field Operations,24-07-1951,MA,Tower Hand,Female,73238,White,Single,Fully Meets,2,6008009d077633f3d349e8db9805bf2c6c757e556ff0cff8c4b00d5fda7bef13,24fced5a8d480371f6564f661ed597ccac50e6bbf55860e4d6a60375079c0feff78d83066f4c43735672e66d7c87640266a9e6f51a74b32499310dc2eb1f3401
2538,Isaias,Pineda,14-Sep-19,,BI Developer,Ebony Shepard,isaias.pineda@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,IT/IS,Wireline Construction,19-02-1986,MA,Groundman,Female,95322,Hispanic,Single,Fully Meets,5,77cbd896b7380229f09098253c4976fad5d9526070754b01bde23ca0a54c2d5b,b4b511f622cf46d98af9d7ebd5ad4fd4fc9e68b59b27c5bd4db94197276f2e8c367808af6d82bc11588b38fd28164cf8d91118e9b1971b7099ae46fda5933333
2539,Casey,Bradford,19-Mar-19,,BI Developer,Michael Johnson,casey.bradford@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Wireline Construction,04-10-1953,MA,Foreman,Male,17448,Black,Married,Fully Meets,2,26f43e922f1ff2f99e914c17aa784e6bf009f3630dc128c201b7e0d07c92811d,dc576404984718608ddf416c6d1eb9e08fefa1b4970ed82d601b1f6eeb5f9b27dab672485c7c9f4021537ee9c4095398e0f8220ccbe2b08b67e2284541817556
2540,London,Bautista,18-Oct-22,10-Jan-23,Software Engineering Manager,Caroline Brooks,london.bautista@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Resignation,Actually not sell one.,Software Engineering,Finance & Accounting,26-08-1994,MA,Svp,Female,61856,Black,Divorced,Fully Meets,4,8ef9f0c96be1252670139400c93628d768093db8578059f4da686c43a06425df,90c6738edcc0d6e870054dd8b381a5753a160c0cb20e5bf00f08e3dee81d1c42165ad57fe1b2f9807c1afb90ccf6ddab9bbf44fae247d9a88bcd40cd92cfc4c5
2541,Kayleigh,Davenport,31-Jul-22,,Software Engineer,Pamela Stone,kayleigh.davenport@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Unk,,Software Engineering,Engineers,09-01-1973,MA,Engineer,Female,60675,Other,Married,Fully Meets,1,b3932ee9bbcd496f18798ba0d9e2392a25e4cc828a6336772904fba668847008,c2b66c32c59afffee677b5f03e73646be5110039066fe594ec7e2882351ce8966878a5538fde85f3f5df55dd2da2d8f0ec2a996cdd44ce2945ebaa8035b1b952
2542,Koen,Flores,06-Mar-23,,Software Engineer,Amanda Nguyen,koen.flores@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Software Engineering,Engineers,01-09-1959,MA,Engineer,Male,55449,Black,Single,Fully Meets,4,18ecfe07306798204b4a8150b5e94a80e64653c295cc9a971edcdd39d8229de7,9b4cdbf3965e3fdcd16fa661f684fcd87758cd4b83286ff1254188e73177fc2b25bd633d1d69bd96a73159ebc6cc1549cfb51a98f019d90d651ca22fa5297321
2543,Ernest,Finley,30-Jan-19,22-Mar-21,Software Engineer,Kenneth Berry,ernest.finley@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,First peace oil more last us. Front product many.,Software Engineering,General - Con,25-12-1991,MA,Operator,Male,59271,White,Divorced,Fully Meets,2,9a97d99843297a0b41f9b9da08edb6e35eaf79247082bbf6d352ae16bc78b6c9,537db5c6af9e5c0edb277b9a471b64b70d38091600f730fe61d82a8250932f151393340b1c666ebb03ef7c5d0143d839cf1d77b1f8e45f8ae252f7590a1201a2
2544,Wade,Hernandez,22-May-23,12-Jul-23,IT Manager - DB,Julie Howard,wade.hernandez@bilearner.com,SVG,Active,Full-Time,Zone C,Temporary,Voluntary,Black civil room chance. This mind find adult.,IT/IS,Splicing,14-04-1946,MA,Laborer,Male,59420,White,Married,Fully Meets,1,2d136a737139d2c894566c3c90644138408793af4f25fd2fef142cb18296f392,293249312e7e7aa0050f4894d86c9d0d1171f3c83db91f256a7bd445dd4864cc54d1237bd9bb9f833ed9ba9834eafc034e08a0eb58f83014cc4a16109e50d132
2545,Odin,Key,22-Dec-18,,IT Manager - DB,Michael Whitehead,odin.key@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Project Management - Con,08-10-1951,MA,Coordinator,Male,57785,Hispanic,Widowed,Fully Meets,4,d01deef455aea44838e84d9bae464c95e900c8976e2c4fbc74a8894959171db2,db650e0c2aa91abb294a00402b3dc7b94dfd29b0e57304704203a8504ed82eca40cfa65fda7ef49f4e7577f97f28e7de09b373a34a7335c885f192f2fbf170c4
2546,Deven,Huff,08-Nov-22,,IT Director,Martin Obrien,deven.huff@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,IT/IS,Finance & Accounting,14-02-1990,MA,Clerk,Male,26419,Other,Married,Fully Meets,4,4d8d374a4f3ac99e1b8dc3affedd9ca6de469d22cf353d7bda19845591c805ae,009621aa0ac64e2838ee801b9b06b5fafb2c1ee9394098efcf0cd87eba4e395bc838948e7afdae173bb561f064aa0c1f84489dde456526dd5993ba1de0491c73
2547,Kenna,Simon,03-Jul-21,,Director of Sales,Katherine Morgan,kenna.simon@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Unk,,Sales,General - Con,15-07-1970,MA,Laborer,Male,31784,Hispanic,Widowed,Fully Meets,4,2d4f7f5a17953b05e02db253e6bb09da06b1cbf06c30a5daa8cdc7a1f057d8b1,52b34a3aa799fd9e26073bb0d2fc346e5eee32fb304ca677a2b803dc624e9658a50d00a919e9dfcb81a832c0b7c6a8b03d966fc9fecf84ea8a506759e2f761ac
2548,Luz,Garza,14-Nov-18,08-Jul-21,BI Developer,Brittany Johnson,luz.garza@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Resignation,Win onto effect security instead.,IT/IS,General - Sga,16-02-1954,MA,Manager,Female,70770,Other,Divorced,Fully Meets,1,9ea94c5d552b7674f500792391f0b8e5f8f480abe58948dca01288cfb898856c,246a61a3b0f08469c0223205bbee12633467467179faae84a5f078dd64bb961f2675e7219a0293decbaddb5227f22ee2ce2c9162136217e4e9791c40dfe4fdd4
